OID_,정비유형,활용유형,위치,Latitude,Longitude,비고,F7,NEAR_FID_hospital,NEAR_DIST_hospital(m),NEAR_FID_school,NEAR_DIST_school(m),NEAR_FID_industry,NEAR_DIST_industry(m)
1166,단순철거,단순철거,경상북도 문경시 호계면 호계리 194-2,36.6595302,128.1912196,#######,,99,7083.940995,680,2967.823088,9795,2048.261154
1167,단순철거,단순철거,경상북도 문경시 호계면 막곡리 105-0,36.630545,128.2075529,#######,,99,3903.612327,126,507.8934597,9692,2136.455767
1168,단순철거,단순철거,경상북도 문경시 산북면 약석리 517-2,36.6548726,128.2657737,#######,,99,8840.005018,556,565.3253596,11607,5896.070451
1169,단순철거,단순철거,경상북도 문경시 동로면 노은리 274-1,36.770396,128.3084592,#######,,165,18393.87193,336,624.703944,5654,17251.13799
1170,단순철거,단순철거,경상북도 문경시 가은읍 작천리 781-0,36.6460858,128.0311691,#######,,99,16024.7303,763,2865.973719,9163,3972.670744
1171,단순철거,단순철거,경상북도 문경시 가은읍 성저리 501-8,36.6250314,128.0417153,#######,,99,14452.31805,763,2821.983818,9163,3358.752157
1172,단순철거,단순철거,경상북도 문경시 가은읍 전곡리 809-1,36.6074986,128.015816,#######,,52,16223.52135,508,1248.989716,9163,6351.000949
1173,단순철거,단순철거,경상북도 문경시 가은읍 전곡리 834-1,36.6070439,128.0154923,#######,,52,16243.18698,508,1200.082762,9163,6403.212007
1174,단순철거,단순철거,경상북도 문경시 가은읍 전곡리 844-3,36.6064234,128.0143955,#######,,52,16328.09342,508,1081.641089,9163,6523.083751
1175,단순철거,단순철거,경상북도 문경시 가은읍 전곡리 875-6,36.6041624,128.0151055,#######,,52,16224.90024,508,1060.993875,9163,6615.59627
1176,단순철거,단순철거,경상북도 문경시 가은읍 죽문리 475-0,36.6507827,127.9909206,#######,,99,19596.95223,508,5507.792513,9163,7607.674151
1177,단순철거,단순철거,경상북도 문경시 가은읍 완장리 410-6,36.6735747,127.9681827,#######,,99,22382.75879,890,8329.265749,9163,10262.00261
1178,단순철거,단순철거,경상북도 문경시 가은읍 상괴리 233-2,36.6803766,128.0158536,#######,,99,18881.47363,763,5862.255888,9163,6964.674769
1179,단순철거,단순철거,경상북도 문경시 산북면 서중리 28-2,36.6349323,128.2529865,#######,,99,6466.827114,556,2250.80561,11607,3420.080715
1180,단순철거,단순철거,경상북도 문경시 산양면 송죽리 327-1,36.5945084,128.2513626,#######,,99,4672.945241,814,1759.349124,11600,2347.820909
1181,단순철거,단순철거,경상북도 문경시 문경읍 하초리 321-0,36.7526005,128.0868433,#######,,99,20070.95345,755,2237.1398,8386,12608.32978
1182,단순철거,단순철거,경상북도 문경시 문경읍 관음리 139-8,36.7976202,128.1551276,#######,,99,22718.10422,396,1155.595669,9736,17162.84561
1183,단순철거,단순철거,경상북도 문경시 가은읍 왕능리 249-0,36.6447035,128.0668842,#######,,99,13010.46052,763,356.4491288,9163,923.7812951
1184,단순철거,단순철거,경상북도 문경시 가은읍 갈전리 845-0,36.6306778,128.0583007,#######,,99,13178.46115,763,1511.39918,9163,1761.636763
1185,단순철거,단순철거,경상북도 문경시 산양면 존도리 285-0,36.619137,128.2503313,#######,,99,5246.60671,125,791.4644282,11600,2013.676054
1186,단순철거,단순철거,경상북도 문경시 호계면 호계리 180-0,36.6576773,128.1903124,#######,,99,6888.242257,680,2763.649003,9795,1827.440339
1187,단순철거,단순철거,경상북도 문경시 동로면 석항리 224-1,36.7828271,128.3545726,#######,,165,16760.46753,336,3722.536576,5654,16635.76185
1188,단순철거,단순철거,경상북도 문경시 동로면 석항리 295-0,36.7808133,128.35565,#######,,165,16521.33532,336,3745.957635,5654,16393.01913
1189,단순철거,단순철거,경상북도 문경시 동로면 적성리 566-3,36.7739055,128.3149179,#######,,165,18249.63724,384,261.7908785,5654,17266.72567
1190,단순철거,단순철거,경상북도 문경시 마성면 하내리 647-4,36.6602858,128.0832838,#######,,99,12583.72404,277,1968.804967,8386,2414.930614
1191,단순철거,단순철거,경상북도 문경시 마성면 하내리 774-2,36.6628291,128.0822214,#######,,99,12823.10318,277,2164.920279,8386,2666.400919
1192,단순철거,단순철거,경상북도 문경시 마성면 오천리 176-1,36.6784381,128.1313327,#######,,99,10976.70909,789,558.7601342,9736,5661.862994
1193,단순철거,단순철거,경상북도 문경시 마성면 오천리 838-6,36.6927719,128.1193565,#######,,99,12894.18166,504,1322.724274,8386,7085.291369
1194,단순철거,단순철거,경상북도 문경시 마성면 외어리 607-2,36.7044412,128.1293108,#######,,99,13558.21801,504,1091.662244,9736,7995.284656
1195,단순철거,단순철거,경상북도 경산시 하양읍 은호리 63-0,35.9001446,128.7876016,#######,,112,237.9916839,180,2168.366638,15089,4086.550211
1196,단순철거,단순철거,경상북도 경산시 남천면 송백리 805-0,35.7571281,128.7659747,#######,,153,4690.826635,911,3888.731941,16677,4078.060761
1197,단순철거,단순철거,경상북도 경산시 하양읍 환상리 273-0,35.8824519,128.7904011,#######,,112,2204.879653,180,1562.259468,7330,2999.929389
1198,단순철거,단순철거,경상북도 경산시 하양읍 대조리 117-2,35.8927343,128.8086249,#######,,112,2125.707801,298,1635.60393,13399,2549.532064
1199,단순철거,단순철거,경상북도 경산시 진량읍 신상리 907-4,35.8820064,128.8136744,#######,,112,3215.553291,96,577.6386785,13399,1412.795986
1200,단순철거,단순철거,경상북도 경산시 진량읍 보인리 329-1,35.8803741,128.8070862,#######,,112,2966.63819,96,494.3980876,7330,1640.063603
1201,단순철거,단순철거,경상북도 경산시 진량읍 봉회리 133-1,35.8819149,128.814962,#######,,112,3306.720256,96,626.4960777,13399,1309.92214
1202,단순철거,단순철거,경상북도 경산시 진량읍 북리 65-0,35.88707,128.8323284,#######,,160,4097.445975,287,897.2545357,13358,1222.972951
1203,단순철거,단순철거,경상북도 경산시 진량읍 양기리 154-8,35.8961429,128.8305648,#######,,160,3184.811176,298,515.0083972,15010,894.5532761
1204,단순철거,단순철거,경상북도 경산시 진량읍 시문리 135-0,35.862874,128.8553102,#######,,160,6745.890867,62,1032.710808,13772,1756.881225
1205,단순철거,단순철거,경상북도 경산시 진량읍 속초리 470-0,35.8521804,128.8305629,#######,,34,6469.835118,86,1372.307609,13576,697.7597206
1206,단순철거,단순철거,경상북도 경산시 압량읍 금구리 542-0,35.8552058,128.7555261,#######,,163,2567.117936,19,1373.788428,13369,5887.323715
1207,단순철거,단순철거,경상북도 경산시 압량읍 내리 300-0,35.8450423,128.7829755,#######,,34,3086.954491,929,1570.464288,13369,3614.002045
1208,단순철거,단순철거,경상북도 경산시 압량읍 가일리 81-0,35.8424726,128.7851933,#######,,34,2895.501916,929,1701.941838,7650,3409.448363
1209,단순철거,단순철거,경상북도 경산시 와촌면 용천리 519-0,35.9149138,128.8439518,#######,,160,884.7330539,103,1641.224831,15109,1034.602992
1210,단순철거,단순철거,경상북도 경산시 와촌면 용천리 543-0,35.9152758,128.8445033,#######,,160,849.0619433,103,1584.548189,15109,1095.307906
1211,단순철거,단순철거,경상북도 경산시 와촌면 계전리 595-1,35.9549862,128.8462029,#######,,160,3573.602717,925,909.5396248,12720,4855.059544
1212,단순철거,단순철거,경상북도 경산시 자인면 신도리 58-1,35.820297,128.8283772,#######,,34,5104.195022,225,418.6765825,7706,600.4020109
1213,단순철거,단순철거,경상북도 경산시 자인면 옥천리 649-12,35.7986869,128.8400885,#######,,34,6549.676338,63,744.9552398,7706,3216.367524
1214,단순철거,단순철거,경상북도 경산시 자인면 계남리 357-3,35.8050538,128.8116854,#######,,34,3899.682378,74,1882.403446,7997,2249.816847
1215,단순철거,단순철거,경상북도 경산시 용성면 당리리 104-0,35.7942823,128.8765275,#######,,34,9836.852115,874,202.1091216,7706,5778.725652
1216,단순철거,단순철거,경상북도 경산시 용성면 외촌리 1082-1,35.8185809,128.8841074,#######,,34,10139.323,874,2935.91519,7651,5373.545163
1217,단순철거,단순철거,경상북도 경산시 용성면 외촌리 1135-0,35.8216864,128.883862,#######,,34,10122.2873,874,3261.530647,54,5248.982178
1218,단순철거,단순철거,경상북도 경산시 용성면 미산리 245-0,35.7972623,128.8729119,#######,,34,9434.003126,874,470.466676,7706,5320.387936
1219,단순철거,단순철거,경상북도 경산시 용성면 가척리 275-4,35.7715087,128.9031096,#######,,234,11780.35682,874,3528.803674,7706,9230.955691
1220,단순철거,단순철거,경상북도 경산시 남산면 경리 323-0,35.7879966,128.8460016,#######,,34,7514.094554,63,993.0826822,7706,4517.629054
1221,단순철거,단순철거,경상북도 경산시 남산면 사월리 27-1,35.7950198,128.8312993,#######,,34,5976.243839,63,548.3156069,7997,3348.840459
1222,단순철거,단순철거,경상북도 경산시 하양읍 금락리 135-213,35.9119966,128.8215786,#######,,160,2309.894235,105,209.6735927,15102,1118.259283
1223,단순철거,단순철거,경상북도 경산시 하양읍 금락리 375-28,35.8979684,128.8103137,#######,,112,2053.502287,298,1366.985924,15089,2165.501538
1224,단순철거,단순철거,경상북도 경산시 하양읍 한사리 1131-0,35.9265451,128.8345988,#######,,160,892.3702943,200,844.2662895,15105,2158.242691
1225,단순철거,단순철거,경상북도 경산시 남산면 전지리 1088-0,35.7863702,128.8118842,#######,,153,4626.84811,718,1523.856392,16486,1771.885755
1226,단순철거,단순철거,경상북도 경산시 남천면 협석리 195-5,35.7865718,128.730323,#######,,164,2585.465052,178,1696.52706,16677,5328.205231
1227,단순철거,단순철거,경상북도 경산시 남천면 신방리 525-0,35.7573976,128.7760049,#######,,153,4795.19032,911,4754.925205,16677,3665.478298
1228,단순철거,단순철거,경상북도 경산시 하양읍 대곡리 267-2,35.9205953,128.7789876,#######,,112,2200.645432,244,3004.615629,15102,5048.694364
1229,단순철거,단순철거,경상북도 경산시 진량읍 선화리 928-0,35.8658947,128.7996032,#######,,112,4163.238081,96,1630.323848,7328,1812.634055
1230,단순철거,단순철거,경상북도 경산시 진량읍 현내리 571-0,35.8561447,128.8513191,#######,,160,7440.889982,62,1721.402398,13574,1422.65113
1231,단순철거,단순철거,경상북도 경산시 와촌면 용천리 560-3,35.9133566,128.845621,#######,,160,1075.144051,103,1750.32291,15109,992.940708
1232,단순철거,단순철거,경상북도 경산시 용성면 내촌리 456-0,35.8190345,128.8951236,#######,,34,11135.22227,874,3405.489411,53,5625.016943
1233,단순철거,단순철거,경상북도 경산시 남산면 송내리 153-1,35.7867208,128.8307586,#######,,153,6262.693609,718,205.8048996,16486,3437.169357
1234,단순철거,단순철거,경상북도 경산시 남산면 반곡리 156-0,35.7845486,128.8069133,#######,,153,4275.442053,718,1995.100495,16486,1434.985173
1235,단순철거,단순철거,경상북도 경산시 남산면 하대리 200-0,35.7985772,128.8032374,#######,,34,3605.704735,718,2609.926743,16486,1250.625747
1236,단순철거,단순철거,경상북도 경산시 남산면 하대리 585-0,35.7915626,128.8034361,#######,,153,3734.347412,718,2327.491202,16486,937.4349098
1237,단순철거,단순철거,경상북도 경산시 남천면 협석리 196-3,35.7863971,128.730615,#######,,164,2595.901466,178,1700.820467,16677,5302.698525
1238,단순철거,단순철거,경상북도 경산시 남천면 신석리 427-2,35.7739098,128.7311707,#######,,164,3930.852785,911,895.4002405,16677,5495.439444
1239,단순철거,단순철거,경상북도 경산시 하양읍 남하리 208-5,35.8856533,128.7742284,#######,,112,2230.83287,180,157.3104747,7330,4472.147666
1240,철거 후 활용,기타,경상북도 의성군 금성면 수정리 1069-0,36.2475544,128.705528,#######,,176,2051.561606,583,1578.685252,10082,9998.073144
1241,철거 후 활용,기타,경상북도 의성군 봉양면 풍리리 1094-2,36.2904215,128.6246877,#######,,96,3960.757436,330,3840.099121,12340,4642.947696
1242,철거 후 활용,기타,경상북도 의성군 봉양면 구산리 357-2,36.2847367,128.6081945,#######,,96,2890.709759,330,2922.40966,12338,3169.508037
1243,철거 후 활용,기타,경상북도 의성군 봉양면 문흥리 120-18,36.3250393,128.640289,#######,,93,4863.866948,330,5533.406541,12003,2365.163773
1244,철거 후 활용,기타,경상북도 의성군 비안면 동부리 302-0,36.3259111,128.4959923,#######,,96,8260.918686,860,1288.357554,12332,7556.170336
1245,철거 후 활용,기타,경상북도 의성군 단북면 정안리 200-0,36.386333,128.4193172,#######,,177,1251.974824,145,853.7003651,11643,6776.418743
1246,철거 후 활용,기타,경상북도 의성군 단북면 정안리 225-3,36.3856117,128.4180793,#######,,177,1377.81826,145,987.2753844,11643,6762.548611
1247,철거 후 활용,기타,경상북도 의성군 단북면 연제리 29-2,36.393987,128.4116458,#######,,177,2008.46855,145,1570.916253,11643,5684.978564
1248,철거 후 활용,기타,경상북도 의성군 금성면 대리리 123-15,36.2595512,128.6815833,#######,,176,812.7741127,733,427.6983635,10056,8152.13561
1249,철거 후 활용,기타,경상북도 의성군 봉양면 문흥리 837-2,36.3147082,128.6159318,#######,,96,3426.277795,330,3065.095924,12341,4716.131722
1250,철거 후 활용,기타,경상북도 의성군 비안면 화신리 244-10,36.337693,128.5503251,#######,,96,5057.786086,488,4854.52456,12332,5439.405681
1251,철거 후 활용,기타,경상북도 의성군 단밀면 생송리 1363-0,36.3657334,128.3155286,#######,,181,7914.611379,265,1339.456976,11095,3182.583724
1252,철거 후 활용,기타,경상북도 의성군 안계면 용기리 879-11,36.38791,128.4352721,#######,,111,169.7729548,490,406.9171494,11643,7698.529517
1253,철거 후 활용,기타,경상북도 의성군 안사면 신수리 70-0,36.477527,128.4499366,#######,,111,9904.759002,690,4927.380965,12302,8327.425696
1254,철거 후 활용,기타,경상북도 의성군 의성읍 후죽리 783-31,36.3493274,128.6931269,#######,,93,1171.873007,378,319.0903803,15072,1345.460086
1255,철거 후 활용,기타,경상북도 의성군 금성면 초전리 404-0,36.2759434,128.6634256,#######,,176,3176.290014,733,2045.276639,10056,6228.717177
1256,철거 후 활용,기타,경상북도 의성군 의성읍 후죽리 813-0,36.3537588,128.6925833,#######,,93,1017.402542,378,339.8584155,15072,1082.189599
1257,철거 후 활용,기타,경상북도 의성군 의성읍 치선리 101-0,36.3314229,128.7341348,#######,,23,4568.153042,861,3136.932753,15072,5521.061586
1258,철거 후 활용,기타,경상북도 의성군 의성읍 용연리 894-1,36.3292076,128.6664698,#######,,93,3026.151453,793,3292.222354,10056,310.3509143
1259,철거 후 활용,기타,경상북도 의성군 의성읍 용연리 895-0,36.3294701,128.6664322,#######,,93,3001.489333,793,3283.79971,10056,281.5136156
1260,철거 후 활용,기타,경상북도 의성군 단촌면 관덕리 221-0,36.4301307,128.7070072,#######,,23,7786.314228,447,3259.365798,15018,8445.392187
1261,철거 후 활용,기타,경상북도 의성군 단촌면 방하리 35-1,36.4049667,128.6757928,#######,,93,5710.593519,447,2324.834462,15018,5243.415979
1262,철거 후 활용,기타,경상북도 의성군 단촌면 장림리 902-4,36.4123104,128.6257994,#######,,93,8190.185756,447,4323.072411,15018,7653.406225
1263,철거 후 활용,기타,경상북도 의성군 점곡면 서변리 88-3,36.4230556,128.7667218,#######,,23,6037.083273,385,564.4726409,14991,10647.44253
1264,철거 후 활용,기타,경상북도 의성군 점곡면 황룡리 593-0,36.3597529,128.7498527,#######,,23,1153.535718,236,4305.40619,15072,6192.888036
1265,철거 후 활용,기타,경상북도 의성군 점곡면 명고리 524-0,36.3908583,128.7509945,#######,,23,2312.885015,385,3900.638455,14991,7345.303434
1266,철거 후 활용,기타,경상북도 의성군 옥산면 금봉리 298-0,36.3239549,128.8660441,#######,,23,11466.47644,420,5552.443722,15072,17004.65236
1267,철거 후 활용,기타,경상북도 의성군 옥산면 금봉리 298-7,36.3237116,128.8662633,#######,,23,11496.16426,420,5519.114483,15072,17029.65716
1268,철거 후 활용,기타,경상북도 의성군 사곡면 음지리 850-0,36.3036033,128.7854627,#######,,23,7970.604652,494,7718.962915,11637,10998.96099
1269,철거 후 활용,기타,경상북도 의성군 사곡면 음지리 851-0,36.3034961,128.7855146,#######,,23,7983.383256,494,7706.201951,11637,11007.14377
1270,철거 후 활용,기타,경상북도 의성군 사곡면 오상리 658-27,36.3207606,128.7411025,#######,,23,5551.950858,861,4276.317746,11637,6639.635011
1271,철거 후 활용,기타,경상북도 의성군 가음면 장리 903-0,36.2433832,128.7228798,#######,,176,3678.662106,426,1427.519902,10082,11037.02496
1272,철거 후 활용,기타,경상북도 의성군 가음면 장리 1355-4,36.2336759,128.7227209,#######,,176,4092.655112,426,605.0830027,10082,12005.27062
1273,철거 후 활용,기타,경상북도 의성군 가음면 장리 1356-0,36.2333967,128.7228304,#######,,176,4116.933554,426,584.0734705,10082,12037.57943
1274,철거 후 활용,기타,경상북도 의성군 가음면 이리 767-0,36.2527821,128.7447936,#######,,176,5510.081293,426,2764.298429,10082,11205.10585
1275,철거 후 활용,기타,경상북도 의성군 가음면 현리리 1049-0,36.2234319,128.7480146,#######,,176,6631.908249,426,1938.845432,10082,14065.0259
1276,철거 후 활용,기타,경상북도 의성군 금성면 대리리 73-0,36.2567965,128.681112,#######,,176,533.725762,632,257.6967451,10056,8447.283184
1277,철거 후 활용,기타,경상북도 의성군 금성면 만천리 889-0,36.2959349,128.6964899,#######,,176,4971.542455,733,3941.955494,10082,4782.247414
1278,철거 후 활용,기타,경상북도 의성군 단북면 연제리 316-7,36.4078696,128.4036043,#######,,177,3398.631632,145,3020.785302,11643,4096.78592
1279,철거 후 활용,기타,경상북도 의성군 단북면 연제리 664-0,36.4074509,128.4033151,#######,,177,3389.863681,145,3008.304612,11643,4107.085683
1280,철거 후 활용,기타,경상북도 의성군 안계면 토매리 3-15,36.3902478,128.447093,#######,,111,1159.197277,778,973.9959006,10820,8402.792578
1281,철거 후 활용,기타,경상북도 의성군 안계면 도덕리 970-3,36.4210249,128.4667474,#######,,111,4581.258386,778,4783.502892,12302,8622.927462
1282,철거 후 활용,기타,경상북도 의성군 다인면 덕지리 678-0,36.4427132,128.3287501,#######,,180,7731.754689,707,2634.666771,10133,3667.411814
1283,철거 후 활용,기타,경상북도 의성군 안평면 기도리 398-0,36.3756888,128.5693597,#######,,96,8461.50583,575,1055.657249,12133,9369.902349
1284,철거 후 활용,기타,경상북도 의성군 안평면 기도리 412-0,36.3744145,128.5687059,#######,,96,8329.818278,575,1136.741516,12133,9230.224029
1285,철거 후 활용,기타,경상북도 의성군 안사면 만리리 610-4,36.4415218,128.4591678,#######,,111,6223.577985,690,5438.384462,12302,7799.593128
1286,철거 후 활용,기타,경상북도 의성군 의성읍 후죽리 570-0,36.3516278,128.6971216,#######,,93,1443.468897,378,165.091664,15072,1543.360284
1287,철거 후 활용,기타,경상북도 의성군 의성읍 철파리 157-0,36.3619265,128.6839731,#######,,93,944.3466228,620,766.7591709,14991,620.4474842
1288,철거 후 활용,기타,경상북도 의성군 옥산면 구성리 531-0,36.3883702,128.8097846,#######,,23,5592.263477,406,646.2693661,15072,12091.66723
1289,철거 후 활용,기타,경상북도 의성군 사곡면 신감리 636-0,36.3147525,128.7616034,#######,,23,6199.227434,861,6184.970533,11637,8589.079786
1290,철거 후 활용,기타,경상북도 의성군 비안면 옥연리 122-2,36.3135179,128.4832084,#######,,96,9022.726417,771,2839.517663,12332,8030.107901
1291,철거 후 활용,기타,경상북도 의성군 비안면 용남리 11-1,36.3528626,128.4834475,#######,,111,5980.467476,771,1763.044795,12332,10255.6371
1292,철거 후 활용,기타,경상북도 의성군 비안면 화신리 285-0,36.3373374,128.5514929,#######,,96,4966.173722,488,4766.555895,12139,5370.768006
1293,철거 후 활용,기타,경상북도 의성군 구천면 위성리 501-0,36.3527824,128.4577061,#######,,177,4547.750284,842,2368.281196,11643,11849.66245
1294,철거 후 활용,기타,경상북도 의성군 구천면 위성리 558-0,36.3549147,128.4577814,#######,,177,4346.118522,842,2416.809108,11643,11680.65217
1295,철거 후 활용,기타,경상북도 의성군 단밀면 생송리 906-2,36.3605376,128.3292511,#######,,181,9267.173651,265,2600.701157,11095,3028.031966
1296,철거 후 활용,기타,경상북도 의성군 단밀면 생송리 1313-6,36.3692981,128.3168769,#######,,181,7820.579121,265,1548.849523,11095,3589.739536
1297,철거 후 활용,기타,경상북도 의성군 단밀면 생송리 1313-8,36.3695872,128.3169881,#######,,181,7814.009513,265,1569.546592,11095,3622.847094
1298,철거 후 활용,기타,경상북도 의성군 단북면 노연리 759-0,36.3824453,128.4185498,#######,,177,1462.945129,145,1142.711459,11643,7058.22637
1299,철거 후 활용,기타,경상북도 의성군 의성읍 용연리 868-2,36.3271146,128.664199,#######,,93,3325.372535,793,3574.411143,10056,585.9704352
1300,철거 후 활용,기타,경상북도 의성군 단촌면 하화리 346-0,36.4134102,128.6909265,#######,,93,6683.403159,447,2231.689367,15018,6285.731362
1301,철거 후 활용,기타,경상북도 의성군 단촌면 후평리 288-0,36.4389273,128.7097551,#######,,23,8525.650657,447,3769.972671,15018,9450.431071
1302,철거 후 활용,기타,경상북도 의성군 점곡면 송내리 612-0,36.4350801,128.7279754,#######,,23,7529.178709,385,3159.078207,14991,9648.918227
1303,철거 후 활용,기타,경상북도 의성군 사곡면 양지리 364-0,36.3146973,128.788951,#######,,23,6991.465144,861,8394.520109,15072,10745.57192
1304,철거 후 활용,기타,경상북도 의성군 춘산면 빙계리 922-0,36.2311742,128.7566339,#######,,176,6984.485627,426,2496.31328,10082,13765.93949
1305,철거 후 활용,기타,경상북도 의성군 가음면 장리 1360-2,36.233379,128.7232659,#######,,176,4151.610814,426,547.0404025,10082,12055.41605
1306,철거 후 활용,기타,경상북도 의성군 금성면 대리리 123-1,36.2596576,128.6815724,#######,,176,824.5238092,733,416.4368687,10056,8140.325234
1307,철거 후 활용,기타,경상북도 의성군 금성면 명덕리 829-0,36.2631118,128.6529746,#######,,176,2991.176819,733,2406.986448,12338,7665.771922
1308,철거 후 활용,기타,경상북도 의성군 봉양면 사부리 1269-1,36.3212976,128.582543,#######,,96,2344.622637,330,2025.845739,12133,3461.087991
1309,단순철거,단순철거,경상북도 청송군 부남면 감연리 20-8,36.3473801,129.062039,#######,,73,21138.40651,749,677.7147956,11767,27438.88397
1310,단순철거,단순철거,경상북도 청송군 부남면 감연리 332-1,36.354178,129.0538587,#######,,73,20291.21584,749,1533.148676,11767,28030.97151
1311,단순철거,단순철거,경상북도 청송군 부남면 감연리 486-2,36.3451058,129.0525837,#######,,73,21278.53277,749,812.4031846,11767,28320.61687
1312,단순철거,단순철거,경상북도 청송군 부남면 감연리 838-0,36.3544724,129.0482932,#######,,73,20204.60758,749,1811.383587,11767,28519.4345
1313,단순철거,단순철거,경상북도 청송군 부남면 대전리 120-1,36.3406971,129.0689688,#######,,73,21971.12449,749,773.8277591,11767,26981.62222
1314,단순철거,단순철거,경상북도 청송군 부남면 대전리 532-5,36.3414066,129.0644392,#######,,73,21826.68612,749,362.8325354,11767,27361.62188
1315,단순철거,단순철거,경상북도 청송군 부남면 대전리 627-2,36.3433679,129.0651701,#######,,73,21622.01982,749,479.8869297,11767,27251.58536
1316,단순철거,단순철거,경상북도 청송군 부남면 대전리 627-5,36.3428598,129.0653575,#######,,73,21680.39126,749,473.0745761,11767,27246.8641
1317,단순철거,단순철거,경상북도 청송군 부남면 대전리 642-2,36.3438392,129.0635684,#######,,73,21547.79666,749,391.2372343,11767,27381.59794
1318,단순철거,단순철거,경상북도 청송군 부남면 홍원리 605-0,36.3334869,129.0769303,#######,,73,22890.03045,749,1726.349242,11767,26476.85897
1319,단순철거,단순철거,경상북도 청송군 부남면 하속리 246-0,36.3166517,129.0968356,#######,,228,24275.49747,139,331.2612093,11767,25324.21065
1320,단순철거,단순철거,경상북도 청송군 부남면 하속리 666-1,36.2908045,129.0936024,#######,,228,23546.82683,139,2563.431078,5495,24947.51972
1321,단순철거,단순철거,경상북도 청송군 부남면 양숙리 296-2,36.2787225,129.1279437,#######,,228,20206.17489,350,4672.897388,5495,21610.81601
1322,단순철거,단순철거,경상북도 청송군 현동면 도평리 701-6,36.2911717,129.017988,#######,,23,25464.22031,726,179.1302345,5495,31015.76268
1323,단순철거,단순철거,경상북도 청송군 현동면 개일리 120-11,36.2623536,129.0237483,#######,,23,27201.03468,897,3006.997951,5495,29362.44606
1324,단순철거,단순철거,경상북도 청송군 현서면 백자리 62-0,36.2423231,128.9470045,#######,,23,22553.85525,274,5343.444644,10082,26983.89226
1325,단순철거,단순철거,경상북도 청송군 청송읍 청운리 1261-0,36.4003322,129.0688904,#######,,73,15490.93249,578,3443.568766,12116,24274.61099
1326,단순철거,단순철거,경상북도 청송군 청송읍 거대리 708-2,36.4185163,129.0994432,#######,,73,14548.97798,578,3956.330911,12116,22465.05756
1327,단순철거,단순철거,경상북도 청송군 청송읍 덕리 17-2,36.4430387,129.0491505,#######,,73,10475.57123,505,985.0297397,12116,19583.63856
1328,단순철거,단순철거,경상북도 청송군 청송읍 금곡리 477-2,36.4116621,129.0606683,#######,,73,14096.79955,578,2053.481699,12116,23017.95371
1329,단순철거,단순철거,경상북도 청송군 청송읍 송생리 338-2,36.3853546,129.0950923,#######,,73,17777.07422,749,5787.066598,11767,23995.10729
1330,단순철거,단순철거,경상북도 청송군 주왕산면 지리 254-3,36.3723707,129.0849712,#######,,73,18864.61137,749,4083.259209,11767,25000.92802
1331,단순철거,단순철거,경상북도 청송군 주왕산면 라리 382-0,36.3097823,129.1903283,#######,,228,16500.71057,365,6120.089241,11406,17995.56332
1332,단순철거,단순철거,경상북도 청송군 현서면 천천리 483-0,36.2486228,128.9032183,#######,,23,19151.40494,594,3095.244027,10082,23083.17029
1333,단순철거,단순철거,경상북도 청송군 안덕면 명당리 433-0,36.2889775,128.9601759,#######,,23,20769.72325,274,297.5866582,15072,26171.52406
1334,단순철거,단순철거,경상북도 청송군 파천면 황목리 209-4,36.4729685,129.0151301,#######,,73,7031.89578,891,3428.911513,12129,16807.40928
1335,단순철거,단순철거,경상북도 청송군 진보면 진안리 695-2,36.5200211,129.0382204,#######,,73,2021.032439,102,1391.903415,12129,11240.67979
1336,단순철거,단순철거,경상북도 청송군 진보면 후평리 234-2,36.5313926,129.0264822,#######,,73,470.5167805,34,704.8015605,12129,10307.86438
1337,단순철거,단순철거,경상북도 청송군 진보면 시량리 754-0,36.5386874,129.0852811,#######,,73,5267.021931,102,3452.328416,12116,9093.522988
1338,단순철거,단순철거,경상북도 청송군 안덕면 문거리 260-2,36.2772751,129.004592,#######,,23,24936.03918,897,2008.507186,15072,30368.55467
1339,단순철거,단순철거,경상북도 청송군 진보면 진안리 54-242,36.5300684,129.047934,#######,,73,2007.682141,102,87.35475657,12129,9986.804996
1340,단순철거,단순철거,경상북도 청송군 파천면 중평리 201-0,36.459387,129.0235364,#######,,73,8468.432129,891,1743.55062,12129,18098.68922
1341,단순철거,단순철거,경상북도 청송군 파천면 중평리 393-3,36.4576397,129.0217842,#######,,73,8668.717444,891,1649.963329,12129,18320.83716
1342,단순철거,단순철거,경상북도 청송군 파천면 지경리 364-5,36.4380881,128.9815691,#######,,73,11556.55774,891,4572.247853,12129,21417.62654
1343,단순철거,단순철거,경상북도 청송군 파천면 지경리 364-7,36.4379538,128.9814289,#######,,73,11574.92067,891,4587.218592,12129,21435.97078
1344,단순철거,단순철거,경상북도 청송군 파천면 지경리 375-0,36.4379873,128.9804259,#######,,73,11603.20985,891,4675.190211,12129,21463.86173
1345,단순철거,단순철거,경상북도 청송군 파천면 송강리 199-1,36.5011749,129.0329666,#######,,73,3867.134,102,3431.008264,12129,13385.09599
1346,단순철거,단순철거,경상북도 청송군 진보면 진안리 545-4,36.5306586,129.0440158,#######,,73,1654.133573,29,332.8096729,12129,9980.588463
1347,단순철거,단순철거,경상북도 청송군 파천면 송강리 232-2,36.5007858,129.0314526,#######,,73,3892.413983,102,3527.124303,12129,13456.51701
1348,단순철거,단순철거,경상북도 청송군 파천면 송강리 285-9,36.4872806,129.0278605,#######,,73,5368.576111,891,4688.55033,12129,14989.88698
