OID_,정비유형,활용유형,위치,Latitude,Longitude,비고,F7,NEAR_FID_hospital,NEAR_DIST_hospital(m),NEAR_FID_school,NEAR_DIST_school(m),NEAR_FID_industry,NEAR_DIST_industry(m)
1,철거 후 활용,기타,경상북도 경주시 충효동 1221-0,35.8520569,129.1640115,-,,136,513.3123347,318,479.4116172,717,3139.095229
2,철거 후 활용,기타,경상북도 경주시 건천읍 천포리 705-0,35.8443675,129.0923278,-,,147,3021.437831,761,176.4483371,1723,2586.470287
3,철거 후 활용,기타,경상북도 경주시 외동읍 연안리 792-1,35.727726,129.3159371,-,,116,12600.1832,464,215.4790829,13417,1297.975866
4,철거 후 활용,기타,경상북도 경주시 마동 910-0,35.7790084,129.3086794,-,,116,6890.392601,888,565.0939941,13417,6612.536673
5,철거 후 활용,기타,경상북도 경주시 황남동 245-0,35.8366804,129.2106607,-,,87,628.25547,309,517.5238805,1036,7638.335586
6,철거 후 활용,기타,경상북도 경주시 건천읍 용명리 1722-1,35.8702901,129.096389,-,,30,5204.849226,546,2290.55682,1640,682.6304628
7,철거 후 활용,기타,경상북도 경주시 건천읍 천포리 1024-0,35.8428078,129.0915291,-,,147,2839.478576,761,335.3786494,1723,2771.010007
8,철거 후 활용,기타,경상북도 경주시 건천읍 조전리 437-2,35.8374562,129.101189,-,,147,3079.51148,312,933.4772642,8672,2814.611703
9,철거 후 활용,기타,경상북도 경주시 황남동 253-2,35.8376297,129.2105274,-,,87,524.1675233,309,541.5612993,1036,7599.238124
10,철거 후 활용,기타,경상북도 경주시 안강읍 옥산리 1596-2,36.0169227,129.1586637,-,,59,5157.757794,33,2595.647967,8166,10340.31571
11,철거 후 활용,기타,경상북도 경주시 외동읍 방어리 575-0,35.750176,129.298663,-,,116,9930.95614,371,561.7750784,13417,3466.456367
12,철거 후 활용,기타,경상북도 경주시 서면 사라리 429-0,35.8905329,129.0735643,-,,147,7561.684935,713,1883.941794,4706,2025.044699
13,철거 후 활용,기타,경상북도 경주시 문무대왕면 송전리 80-3,35.7669383,129.4267676,-,,116,14662.82944,903,2555.166324,13244,4878.704489
14,철거 후 활용,기타,경상북도 경주시 용강동 1086-1,35.862553,129.2275096,-,,85,1101.423433,892,516.1258488,7770,6909.808048
15,철거 후 활용,기타,경상북도 경주시 문무대왕면 입천리 304-4,35.7931417,129.4335917,-,,116,13859.85264,903,1242.483379,13435,5270.838678
16,철거 후 활용,기타,경상북도 경주시 산내면 내일리 402-0,35.7520632,129.0735159,-,,147,7809.977434,95,2325.653787,7916,11878.28964
17,철거 후 활용,기타,경상북도 경주시 내남면 이조리 510-0,35.7533295,129.1970548,-,,87,9961.03574,577,228.7069213,5690,4759.795817
18,철거 후 활용,기타,경상북도 경주시 건천읍 천포리 1025-0,35.8427318,129.0913746,-,,147,2824.328039,761,351.2259319,1723,2785.651285
19,철거 후 활용,기타,경상북도 경주시 양남면 석촌리 186-4,35.7080484,129.4156573,-,,116,18423.8197,615,5049.015575,7470,1894.814239
20,철거 후 활용,기타,경상북도 경주시 산내면 감산리 2160-0,35.8135037,129.0360205,-,,147,3448.674923,761,6308.065778,4519,8089.098102
21,철거 후 활용,기타,경상북도 경주시 사정동 155-0,35.8343614,129.208317,-,,87,919.4464216,309,319.2224582,1036,7509.034005
22,철거 후 활용,기타,경상북도 경주시 구정동 58-0,35.7835699,129.3048994,-,,116,6322.910805,498,689.5658959,13417,7114.063156
23,철거 후 활용,기타,경상북도 경주시 문무대왕면 용동리 563-1,35.8335639,129.430701,-,,116,12624.27424,903,5467.592332,13435,8744.463562
24,철거 후 활용,기타,경상북도 경주시 건천읍 송선리 253-0,35.8406597,129.0775437,-,,147,2074.459392,761,1574.143521,4519,3719.655869
25,철거 후 활용,기타,경상북도 경주시 외동읍 석계리 113-1,35.6788374,129.3070917,-,,116,17885.36969,122,210.1884948,7258,412.4777012
26,철거 후 활용,기타,경상북도 경주시 서면 운대리 976-0,35.8806582,129.083406,-,,30,6538.727947,713,3074.313418,4706,614.2697147
27,철거 후 활용,기타,경상북도 경주시 감포읍 오류리 125-6,35.8384908,129.5184199,-,,218,18389.16396,322,3269.553506,13626,8235.069624
28,철거 후 활용,기타,경상북도 경주시 안강읍 양월리 1278-2,35.9894143,129.2206066,-,,75,502.3955651,767,556.2568403,762,5675.641706
29,철거 후 활용,기타,경상북도 경주시 산내면 내일리 407-0,35.7519218,129.0730104,-,,147,7825.301052,95,2282.39219,7916,11910.21865
30,철거 후 활용,기타,경상북도 경주시 산내면 내일리 404-0,35.7518613,129.0735172,-,,147,7832.388767,95,2328.737396,7916,11867.05608
31,철거 후 활용,기타,경상북도 경주시 광명동 576-0,35.8289416,129.1410699,-,,136,3004.921245,373,1142.618777,1036,3086.621638
32,철거 후 활용,기타,경상북도 경주시 건천읍 방내리 572-0,35.8236751,129.1066573,-,,147,3085.502022,373,2141.787761,1034,3832.907141
33,철거 후 활용,기타,경상북도 경주시 사정동 4-1,35.8385349,129.2090461,-,,87,460.1287816,309,486.1191246,1036,7444.452846
34,철거 후 활용,기타,경상북도 경주시 감포읍 감포리 452-2,35.8041034,129.4993055,-,,116,19217.5299,219,641.7702808,13626,4092.737617
35,철거 후 활용,기타,경상북도 경주시 외동읍 신계리 45-0,35.7708192,129.338723,-,,116,8743.772067,602,1863.54003,13417,6431.910913
36,철거 후 활용,기타,경상북도 경주시 서면 천촌리 807-0,35.8615273,129.0312266,-,,147,5727.551577,713,4003.744634,4248,5143.621529
37,철거 후 활용,기타,경상북도 경주시 건천읍 화천리 1507-0,35.7911959,129.1359662,-,,147,6699.304158,373,3620.907354,1034,7059.039686
38,철거 후 활용,기타,경상북도 경주시 외동읍 입실리 1344-26,35.7149698,129.3280785,-,,116,14212.94037,835,362.8059848,13975,2032.906862
39,철거 후 활용,기타,경상북도 경주시 충효동 1707-0,35.8468459,129.1618285,-,,136,316.5256953,318,976.0172125,1036,3084.733169
40,철거 후 활용,기타,경상북도 경주시 문무대왕면 안동리 543-0,35.795371,129.410199,-,,116,11816.41406,136,1977.545075,13435,7234.85474
41,철거 후 활용,기타,경상북도 경주시 내남면 명계리 1261-1,35.7186002,129.2203355,-,,87,13760.47551,577,4212.405232,1857,586.5280389
42,철거 후 활용,기타,경상북도 경주시 천북면 물천리 142-3,35.870349,129.2893355,-,,116,3436.993092,160,3570.110473,5141,6151.162906
43,철거 후 활용,기타,경상북도 경주시 감포읍 나정리 214-3,35.7791533,129.4919381,-,,116,19344.0651,219,3489.845464,13626,1247.252016
44,철거 후 활용,기타,경상북도 경주시 현곡면 소현리 12-0,35.8923255,129.19208,-,,39,2918.833705,94,1264.344017,7770,3058.65169
45,철거 후 활용,기타,경상북도 경주시 양남면 상라리 153-0,35.7314505,129.4441389,-,,116,18302.98219,615,4408.59633,15582,3570.443241
46,철거 후 활용,기타,경상북도 경주시 구정동 112-0,35.7790158,129.3015965,-,,116,6771.719557,498,105.2922114,13417,6618.789055
47,철거 후 활용,기타,경상북도 경주시 강동면 인동리 50-1,35.9865856,129.2727757,-,,75,5086.122446,377,677.5429674,564,3616.967749
48,철거 후 활용,기타,경상북도 경주시 외동읍 석계리 140-1,35.6794623,129.3069465,-,,116,17815.16832,122,237.0296044,7258,372.5425781
49,철거 후 활용,기타,경상북도 경주시 건천읍 신평리 428-1,35.8654331,129.0750409,-,,147,4780.202011,761,2854.591349,4248,1383.464821
50,철거 후 활용,기타,경상북도 경주시 성건동 632-0,35.8534005,129.2087052,-,,110,878.6322969,638,560.4250949,717,7139.796629
51,철거 후 활용,기타,경상북도 경주시 서면 사라리 214-0,35.8926945,129.0729671,-,,147,7801.175737,713,1810.60225,4706,2249.551877
52,철거 후 활용,기타,경상북도 경주시 안강읍 안강리 308-2,35.994878,129.2290281,-,,75,1115.853926,694,242.5529536,762,5752.414798
53,철거 후 활용,기타,경상북도 경주시 북군동 432-0,35.8634258,129.257995,-,,64,2823.669318,590,2883.731391,5139,6529.510727
54,철거 후 활용,기타,경상북도 경주시 산내면 일부리 1820-0,35.7478342,129.0050212,-,,147,10288.63365,502,3819.184329,4519,15781.9372
55,철거 후 활용,기타,경상북도 경주시 동부동 59-0,35.8471852,129.2127581,-,,109,345.4654042,639,234.401044,717,7574.791184
56,철거 후 활용,기타,경상북도 경주시 산내면 의곡리 438-0,35.744295,129.0390355,-,,147,9186.648427,502,1185.025027,7916,14342.08207
57,철거 후 활용,기타,경상북도 경주시 인왕동 268-6,35.8249138,129.2272259,-,,115,2402.484494,314,1545.656875,1036,9469.22553
58,철거 후 활용,기타,경상북도 경주시 감포읍 감포리 41-4,35.8089719,129.5024503,-,,116,19393.92376,219,119.8336357,13626,4683.358031
59,철거 후 활용,기타,경상북도 경주시 천군동 443-0,35.8327762,129.2775008,-,,116,1444.769548,444,270.4504521,5141,9973.431554
60,철거 후 활용,기타,경상북도 경주시 감포읍 오류리 928-2,35.8267051,129.4975145,-,,116,18701.94327,219,1928.338478,13626,6549.490765
61,철거 후 활용,기타,경상북도 경주시 안강읍 안강리 441-10,35.9896427,129.2302807,-,,75,1255.227971,643,193.064139,762,5193.315017
62,철거 후 활용,기타,경상북도 경주시 서면 천촌리 816-0,35.8608792,129.0316537,-,,147,5647.880428,713,4048.172649,4248,5126.691892
63,철거 후 활용,기타,경상북도 경주시 시동 790-0,35.7578693,129.2742894,-,,116,9182.946707,371,1906.103407,5545,4027.266537
64,철거 후 활용,기타,경상북도 경주시 서면 사라리 924-5,35.8844525,129.0677843,-,,147,6899.704387,713,1642.306605,4703,1985.892852
65,철거 후 활용,기타,경상북도 경주시 안강읍 육통리 1444-2,36.0201763,129.2159011,-,,59,2999.85523,920,2506.986073,762,8787.989852
66,철거 후 활용,기타,경상북도 경주시 건천읍 송선리 601-12,35.831723,129.0763737,-,,147,1088.935569,761,2176.262814,1723,4572.142614
67,철거 후 활용,기타,경상북도 경주시 강동면 인동리 355-1,35.9912818,129.2644008,-,,75,4286.60606,377,1103.839414,564,4534.519461
68,철거 후 활용,기타,경상북도 경주시 성건동 437-1,35.8464779,129.2019776,-,,74,436.6522764,907,415.8768674,717,6625.847132
69,철거 후 활용,기타,경상북도 경주시 산내면 내일리 1417-0,35.7761125,129.0562597,-,,147,5347.190945,95,2487.177354,8672,10721.76974
70,철거 후 활용,기타,경상북도 경주시 건천읍 모량리 621-3,35.8181867,129.1390824,-,,136,4025.167733,373,985.1488248,1034,4172.379996
71,철거 후 활용,기타,경상북도 경주시 건천읍 모량리 628-3,35.8218557,129.1268331,-,,136,4491.388037,373,365.9714934,1034,3601.211932
72,철거 후 활용,기타,경상북도 경주시 내남면 용장리 1088-9,35.7685044,129.1982556,-,,87,8277.066789,435,454.5438805,5690,5739.301204
73,철거 후 활용,기타,경상북도 경주시 양남면 읍천리 60-0,35.6969114,129.4753096,-,,116,22971.88462,615,492.712735,15748,1359.406191
74,철거 후 활용,기타,경상북도 경주시 내남면 안심리 254-0,35.7343434,129.1615752,-,,150,12569.29284,577,3967.083694,6097,4375.929252
75,철거 후 활용,기타,경상북도 경주시 감포읍 감포리 526-2,35.8025235,129.5019367,-,,116,19486.81228,219,790.1728939,13626,3979.443799
76,철거 후 활용,기타,경상북도 경주시 외동읍 모화리 231-0,35.6762348,129.3321394,-,,116,18490.95236,824,157.7233907,7768,879.6068129
77,철거 후 활용,기타,경상북도 경주시 안강읍 산대리 1810-8,35.9928084,129.2150343,-,,75,170.4963225,843,384.0064648,762,6286.610254
78,철거 후 활용,기타,경상북도 경주시 안강읍 사방리 737-0,35.9391057,129.2262603,-,,75,6021.031898,147,76.22444465,9010,2627.262021
79,철거 후 활용,기타,경상북도 경주시 산내면 내일리 269-0,35.7644338,129.0671141,-,,147,6455.155901,95,2035.312434,1034,11318.01731
80,철거 후 활용,기타,경상북도 경주시 양남면 상계리 115-0,35.6691086,129.4224958,-,,116,22329.54027,883,3510.668528,8318,694.0370305
81,철거 후 활용,기타,경상북도 경주시 양남면 수렴리 453-0,35.6618355,129.4508311,-,,116,24439.92413,883,1634.100999,13060,1968.859188
82,철거 후 활용,기타,경상북도 경주시 외동읍 북토리 1042-1,35.7371965,129.2791539,-,,116,11401.58021,371,2360.8986,9244,2764.257259
83,철거 후 활용,기타,경상북도 경주시 서면 아화리 583-33,35.8940662,129.0471847,-,,147,8277.315524,713,532.3356387,4703,4130.181129
84,철거 후 활용,기타,경상북도 경주시 내남면 덕천리 612-0,35.7485596,129.183511,-,,145,10667.00129,577,1497.855944,8304,4688.624146
85,철거 후 활용,기타,경상북도 경주시 건천읍 신평리 31-0,35.8743792,129.0716603,-,,147,5768.579541,713,2669.57125,4248,1296.662707
86,철거 후 활용,기타,경상북도 경주시 건천읍 천포리 609-0,35.8459851,129.0956269,-,,147,3345.269343,312,140.7537678,1723,2277.579847
87,철거 후 활용,기타,경상북도 경주시 외동읍 구어리 855-0,35.6942155,129.3143567,-,,116,16255.75141,122,1775.437058,6753,1133.862375
88,철거 후 활용,기타,경상북도 경주시 성동동 91-7,35.8469526,129.2176809,-,,149,85.6984447,639,545.8315537,717,8018.840147
89,철거 후 활용,기타,경상북도 경주시 건천읍 송선리 1385-0,35.8171971,129.0731028,-,,147,581.4980044,761,3620.703004,8672,6048.728096
90,철거 후 활용,기타,경상북도 경주시 건천읍 천포리 408-4,35.8540163,129.0990739,-,,147,4248.048838,546,571.0922918,1723,1358.891204
91,철거 후 활용,기타,경상북도 경주시 감포읍 감포리 3-14,35.808758,129.503977,-,,116,19534.02015,219,252.4711147,13626,4695.732929
92,철거 후 활용,기타,경상북도 경주시 외동읍 모화리 360-0,35.6799024,129.3347654,-,,116,18142.31552,824,315.2356405,7583,832.5418805
93,철거 후 활용,기타,경상북도 경주시 성동동 198-5,35.8503816,129.2161208,-,,77,179.199906,639,361.9706953,717,7833.814824
94,철거 후 활용,기타,경상북도 경주시 안강읍 양월리 1125-8,35.9938388,129.2240043,-,,75,648.8886437,767,275.406148,762,5890.353576
95,철거 후 활용,기타,경상북도 경주시 안강읍 근계리 883-0,35.9784501,129.2137226,-,,75,1619.999489,843,1672.609643,762,5269.674591
96,철거 후 활용,기타,경상북도 경주시 안강읍 양월리 1132-3,35.9917699,129.2245617,-,,75,698.6266191,643,421.7689372,762,5671.899468
97,철거 후 활용,기타,경상북도 경주시 서면 천촌리 617-0,35.8613062,129.0349515,-,,147,5494.565294,713,3872.458942,4248,4827.812058
98,철거 후 활용,기타,경상북도 경주시 성동동 109-5,35.8470373,129.2214213,-,,106,377.3145207,810,528.7621257,717,8352.411118
99,철거 후 활용,기타,경상북도 경주시 건천읍 건천리 313-7,35.8472924,129.1013245,-,,147,3792.597371,546,421.1580625,8672,1846.288426
100,철거 후 활용,기타,경상북도 경주시 양남면 신대리 87-0,35.6670164,129.4011985,-,,116,21572.53477,883,5452.999788,8178,2070.246415
101,철거 후 활용,기타,경상북도 경주시 북부동 50-0,35.8485044,129.2116163,-,,110,391.8203084,639,108.1825551,717,7452.514694
102,철거 후 활용,기타,경상북도 경주시 서면 사라리 203-0,35.893049,129.0730712,-,,147,7840.576269,713,1819.745918,4706,2276.357059
103,철거 후 활용,기타,경상북도 경주시 안강읍 노당리 1189-0,36.0228067,129.2246023,-,,75,3401.405951,767,3168.493205,762,8731.30596
104,철거 후 활용,기타,경상북도 경주시 도지동 906-0,35.7969206,129.2594577,-,,116,5524.927338,933,777.8426077,5545,7400.021792
105,철거 후 활용,기타,경상북도 경주시 서면 운대리 237-1,35.8912875,129.0831712,-,,30,6923.316652,713,2738.468756,4706,1719.546391
106,철거 후 활용,기타,경상북도 경주시 건천읍 건천리 315-0,35.8472398,129.1023121,-,,147,3850.161022,546,388.2404995,8672,1801.23496
107,철거 후 활용,기타,경상북도 경주시 노서동 27-4,35.8440022,129.2089668,-,,142,122.8024983,249,137.3336564,717,7298.11692
108,철거 후 활용,기타,경상북도 경주시 건천읍 신평리 416-1,35.8665455,129.0752057,-,,147,4904.254183,761,2945.195361,4248,1288.997363
109,철거 후 활용,기타,경상북도 경주시 외동읍 석계리 1469-0,35.6737457,129.3009245,-,,116,18413.83521,122,947.6635947,11261,446.294896
110,철거 후 활용,기타,경상북도 경주시 건천읍 송선리 601-18,35.8317605,129.0761127,-,,147,1085.677471,761,2190.946658,1723,4583.717234
111,철거 후 활용,기타,경상북도 경주시 건천읍 신평리 992-2,35.8606625,129.0722482,-,,147,4245.484608,761,2637.505989,4248,1944.398049
112,철거 후 활용,기타,경상북도 경주시 구정동 172-0,35.7817916,129.3022774,-,,116,6475.87395,498,419.3042361,13417,6923.388576
113,철거 후 활용,기타,경상북도 경주시 건천읍 조전리 852-0,35.8341097,129.0954056,-,,147,2439.021968,312,1186.360341,8672,3375.02191
114,철거 후 활용,기타,경상북도 경주시 문무대왕면 와읍리 716-1,35.8110755,129.4361634,-,,116,13475.90704,903,2923.370332,13435,6432.229911
115,철거 후 활용,기타,경상북도 경주시 내남면 박달리 1725-0,35.7303434,129.1119199,-,,147,10822.85532,95,6384.880343,7916,7672.52231
116,철거 후 활용,주차장,경상북도 김천시 문당동 297-0,36.1467051,128.0851739,#######,,94,2674.859111,650,590.2888858,3009,3213.080095
117,철거 후 활용,주차장,경상북도 김천시 모암동 127-4,36.122903,128.1248476,#######,,58,172.1330472,68,324.9747461,15028,3578.629154
118,철거 후 활용,주차장,경상북도 김천시 신음동 77-10,36.1288862,128.1314669,#######,,58,834.0361987,68,701.2232929,15028,2891.25999
119,단순철거,단순철거,경상북도 김천시 지례면 울곡리 676-0,35.9463092,128.0754445,-,,33,19712.40326,44,6061.918313,11791,18624.77444
120,철거 후 활용,주차장,경상북도 김천시 문당동 347-10,36.1467539,128.0865638,#######,,94,2549.68152,650,625.9968483,3009,3091.790654
121,단순철거,단순철거,경상북도 김천시 증산면 장전리 823-0,35.8691224,128.0530975,#######,,33,22344.71572,44,3999.608456,5196,19640.20252
122,단순철거,단순철거,경상북도 김천시 증산면 황정리 280-0,35.9117674,128.0320767,#######,,33,23476.24405,44,1103.657675,15003,22991.51953
123,단순철거,단순철거,경상북도 김천시 구성면 마산리 350-1,36.0485673,127.9613053,#######,,58,17003.5635,617,7060.317357,9930,18074.74334
124,철거 후 활용,주차장,경상북도 김천시 신음동 76-9,36.1289028,128.1312991,#######,,58,827.9185421,68,688.9544257,15028,2888.657793
125,단순철거,단순철거,경상북도 김천시 남면 옥산리 85-2,36.1176962,128.1931713,#######,,58,6010.278137,56,646.8341182,15028,7044.92352
126,철거 후 활용,주차장,경상북도 김천시 삼락동 194-1,36.141475,128.0943309,#######,,94,1995.698615,251,299.7500157,3009,2707.138271
127,단순철거,단순철거,경상북도 김천시 증산면 황정리 416-0,35.9131316,128.0310654,#######,,33,23560.31334,44,1276.023278,15003,23067.01056
128,철거 후 활용,주차장,경상북도 김천시 응명동 112-1,36.1403563,128.1327433,#######,,123,1349.986967,831,1111.609682,15028,1636.426283
129,철거 후 활용,주차장,경상북도 김천시 양천동 614-3,36.1020377,128.1150867,#######,,58,2494.448459,182,1834.722032,3009,5886.526865
130,철거 후 활용,주차장,경상북도 김천시 용두동 222-0,36.1176657,128.1282729,#######,,58,550.3721141,182,560.102546,15028,4134.561755
131,철거 후 활용,주차장,경상북도 김천시 문당동 698-0,36.1549578,128.0879791,#######,,94,2525.253421,650,1537.523397,3009,2826.8866
132,단순철거,단순철거,경상북도 김천시 대덕면 관기리 685-0,35.9169582,127.9597494,#######,,58,27321.96165,208,312.3312176,4754,22200.11699
133,단순철거,단순철거,경상북도 김천시 대항면 덕전리 688-2,36.1209419,128.0461681,#######,,123,6752.812562,619,488.2503935,3009,7596.096631
134,철거 후 활용,주차장,경상북도 김천시 양천동 911-0,36.0908991,128.1107859,#######,,58,3782.845366,182,3129.316196,3009,7151.939612
135,단순철거,단순철거,경상북도 김천시 남면 월명리 374-0,36.0555481,128.2571982,#######,,2,9372.28958,772,5166.454174,11936,9087.83245
136,철거 후 활용,주차장,경상북도 김천시 양천동 1541-3,36.0933644,128.0964722,#######,,58,4221.285573,37,3284.292267,3009,7140.861951
137,정비 후 활용,주거 공간,경상북도 김천시 개령면 황계리,36.1470706,128.1609173,#######,,123,3986.046284,696,1378.690359,1512,2850.62874
138,단순철거,단순철거,경상북도 김천시 구성면 상좌원리 184-0,36.0366513,128.0440261,#######,,58,12087.15031,150,720.8968616,3009,14780.56459
139,철거 후 활용,주차장,경상북도 김천시 신음동 857-16,36.1351812,128.1119788,#######,,123,633.2347512,356,891.3782592,3009,2294.754271
140,단순철거,단순철거,경상북도 김천시 봉산면 인의리 715-0,36.1500718,128.0656612,-,,94,4429.037017,856,704.8934859,3009,4865.99966
141,단순철거,단순철거,경상북도 김천시 증산면 유성리 417-0,35.895991,128.0345047,#######,,33,23411.65601,44,705.2343667,15003,23024.52831
142,단순철거,단순철거,경상북도 김천시 남면 봉천리 1733-0,36.1359049,128.2045198,#######,,58,7165.289124,56,1730.689956,15048,6466.569101
143,단순철거,단순철거,경상북도 김천시 개령면 신룡리 513-0,36.1603141,128.1565941,#######,,94,3987.235964,696,505.1981958,15048,1432.728616
144,정비 후 활용,주거 공간,경상북도 김천시 개령면 광천리,36.1837998,128.2126729,#######,,94,9644.454383,151,2894.938804,15048,6134.018195
145,단순철거,단순철거,경상북도 김천시 남면 초곡리 278-0,36.1394625,128.1892865,#######,,58,5944.167052,497,1784.580696,15048,5150.605633
146,단순철거,단순철거,경상북도 김천시 개령면 광천리 1163-0,36.177293,128.2023917,#######,,94,8510.119474,151,1721.63939,15048,5083.348368
147,단순철거,단순철거,경상북도 김천시 봉산면 인의리 659-0,36.1506974,128.0643599,-,,94,4549.497758,856,760.6038689,3009,4975.292225
148,단순철거,단순철거,경상북도 김천시 증산면 평촌리 772-0,35.8983779,127.9971219,#######,,33,26735.86955,320,3129.582706,4754,22361.98346
149,단순철거,단순철거,경상북도 김천시 증산면 금곡리 827-0,35.8800419,128.0359589,#######,,33,23569.76535,44,2466.78546,5196,21487.40874
150,단순철거,단순철거,경상북도 김천시 봉산면 상금리 361-0,36.1744319,128.0397542,-,,17,4183.640912,856,4040.104329,3004,7359.133988
151,단순철거,단순철거,경상북도 김천시 남면 운남리 471-0,36.1271486,128.2049217,#######,,58,7063.87504,56,1159.988663,15048,7111.124009
152,단순철거,단순철거,경상북도 김천시 증산면 장전리 567-0,35.8694117,128.0581835,#######,,33,21893.38811,44,4173.15088,5196,19435.6045
153,단순철거,단순철거,경상북도 김천시 증산면 동안리 498-0,35.9180358,128.0160809,#######,,58,24779.03408,44,2489.939452,15003,24369.18812
154,단순철거,단순철거,경상북도 김천시 증산면 동안리 595-0,35.9168857,128.0174663,#######,,33,24772.92476,44,2311.284174,15003,24253.81177
155,단순철거,단순철거,경상북도 김천시 남면 운남리 813-0,36.1174776,128.1985594,#######,,58,6495.711781,56,845.3782887,15028,7456.847966
156,단순철거,단순철거,경상북도 김천시 개령면 덕촌리 624-0,36.1709393,128.1654271,#######,,94,5198.894822,865,1827.378429,15048,1699.718535
157,단순철거,단순철거,경상북도 김천시 개령면 덕촌리 303-0,36.183502,128.1592407,#######,,94,5585.885052,413,2009.204566,15061,1814.407131
158,단순철거,단순철거,경상북도 김천시 남면 초곡리 213-0,36.1392828,128.1870135,#######,,58,5743.985179,497,1802.531034,15048,5013.389899
159,정비 후 활용,주거 공간,경상북도 김천시 개령면 광천리,36.1837998,128.2126729,#######,,94,9644.454383,151,2894.938804,15048,6134.018195
160,단순철거,단순철거,경상북도 김천시 남면 초곡리 249-0,36.1391753,128.1883886,#######,,58,5857.405767,497,1765.238755,15048,5112.055341
161,단순철거,단순철거,경상북도 김천시 남면 운남리 471-0,36.1271486,128.2049217,#######,,58,7063.87504,56,1159.988663,15048,7111.124009
162,단순철거,단순철거,경상북도 김천시 증산면 장전리 567-0,35.8694117,128.0581835,#######,,33,21893.38811,44,4173.15088,5196,19435.6045
163,단순철거,단순철거,경상북도 김천시 증산면 동안리 498-0,35.9180358,128.0160809,#######,,58,24779.03408,44,2489.939452,15003,24369.18812
164,철거 후 활용,주차장,경상북도 김천시 신음동 75-1,36.128478,128.1318794,#######,,58,816.3318806,68,714.1160451,15028,2938.671229
165,철거 후 활용,주차장,경상북도 김천시 황금동 68-76,36.1171353,128.1206095,#######,,58,804.2125732,393,113.8220683,3009,4199.750327
166,철거 후 활용,주차장,경상북도 김천시 문당동 323-2,36.1474329,128.0859531,#######,,94,2600.504206,650,682.8162083,3009,3123.334166
167,단순철거,단순철거,경상북도 안동시 옥동 1174-1,36.5536006,128.6921076,-,,46,1093.548717,644,523.1213045,8485,13236.45781
168,단순철거,단순철거,경상북도 안동시 서후면 대두서리 411-3,36.6192359,128.6201251,-,,117,6133.160802,523,3568.671791,8485,6310.797797
169,단순철거,단순철거,경상북도 안동시 예안면 부포리 61-0,36.7100934,128.8584222,-,,205,15813.10148,685,5052.669384,12132,20892.25325
170,단순철거,단순철거,경상북도 안동시 예안면 태곡리 701-1,36.6816898,128.8994191,-,,18,18156.76428,172,2423.644823,12132,16194.11979
171,단순철거,단순철거,경상북도 안동시 예안면 기사리 693-12,36.6483321,128.8680205,-,,18,13524.30368,172,2337.183262,12132,17752.46575
172,기타,기타,경상북도 안동시 평화동 71-313,36.5666907,128.715431,-,,207,550.8623599,215,337.3079582,8485,14789.03985
173,단순철거,단순철거,경상북도 안동시 풍천면 구담리 515-2,36.5448614,128.4641434,-,,184,10367.87637,252,2150.955948,13745,8713.9596
174,단순철거,단순철거,경상북도 안동시 옥동 1173-0,36.55369,128.6919398,-,,46,1111.286527,644,518.8769403,8485,13218.82009
175,단순철거,단순철거,경상북도 안동시 풍천면 구담리 553-0,36.5453097,128.4638765,-,,184,10317.14704,252,2199.082711,13745,8700.788395
176,단순철거,단순철거,경상북도 안동시 옥동 1173-0,36.55369,128.6919398,-,,46,1111.286527,644,518.8769403,8485,13218.82009
177,단순철거,단순철거,경상북도 안동시 예안면 태곡리 95-8,36.6757,128.9122752,-,,202,18177.3441,172,2656.68124,12132,14871.31779
178,단순철거,단순철거,경상북도 안동시 평화동 156-40,36.5676847,128.7137196,-,,207,734.9657504,780,371.9143102,8485,14614.38027
179,단순철거,단순철거,경상북도 안동시 평화동 156-39,36.5677836,128.7136953,-,,207,741.5798041,780,380.9732009,8485,14609.74483
180,단순철거,단순철거,경상북도 안동시 풍천면 구담리 514-4,36.5446972,128.4641001,-,,184,10385.91616,252,2132.505215,13745,8728.580197
181,단순철거,단순철거,경상북도 안동시 예안면 정산리 539-0,36.6537046,128.8840042,-,,202,14788.4161,172,976.2691704,12132,16474.44168
182,단순철거,단순철거,경상북도 안동시 예안면 기사리 1005-0,36.6381471,128.8687583,-,,18,12615.65486,172,3148.143525,12132,17519.51103
183,단순철거,단순철거,경상북도 구미시 고아읍 괴평리 230-2,36.1710212,128.3713525,#######,,57,5139.913791,581,213.41367,13318,3848.253836
184,단순철거,단순철거,경상북도 구미시 봉곡동 86-0,36.1436752,128.3136677,#######,,57,2190.503048,808,127.6977183,4826,6031.565587
185,단순철거,단순철거,경상북도 구미시 고아읍 송림리 99-0,36.1701167,128.3647558,#######,,57,4706.036994,581,392.2274741,13318,4416.312615
186,단순철거,단순철거,경상북도 구미시 무을면 안곡리 483-0,36.2755351,128.1479107,#######,,152,11094.99889,853,4150.127303,10573,4969.160104
187,단순철거,단순철거,경상북도 구미시 선기동 510-4,36.1323069,128.3187578,#######,,2,1110.970402,731,407.526876,4826,5020.142218
188,철거 후 활용,주차장,경상북도 구미시 신평동 339-4,36.1167624,128.3635748,#######,,10,1829.005771,527,431.1277366,4826,636.80439
189,기타,기타,경상북도 구미시 광평동 149-0,36.1151707,128.3575529,#######,,10,1310.284825,409,162.9202015,4826,1098.613058
